TCGA-OR-A5J1,TCGA-OR-A5J2,TCGA-OR-A5J3,TCGA-OR-A5J5,TCGA-OR-A5J6,TCGA-OR-A5J7,TCGA-OR-A5J8,TCGA-OR-A5J9,TCGA-OR-A5JA,TCGA-OR-A5JB,TCGA-OR-A5JC,TCGA-OR-A5JD,TCGA-OR-A5JE,TCGA-OR-A5JF,TCGA-OR-A5JG,TCGA-OR-A5JI,TCGA-OR-A5JJ,TCGA-OR-A5JK,TCGA-OR-A5JL,TCGA-OR-A5JM,TCGA-OR-A5JO,TCGA-OR-A5JP,TCGA-OR-A5JQ,TCGA-OR-A5JR,TCGA-OR-A5JS,TCGA-OR-A5JT,TCGA-OR-A5JV,TCGA-OR-A5JW,TCGA-OR-A5JX,TCGA-OR-A5JY,TCGA-OR-A5JZ,TCGA-OR-A5K0,TCGA-OR-A5K1,TCGA-OR-A5K2,TCGA-OR-A5K3,TCGA-OR-A5K4,TCGA-OR-A5K5,TCGA-OR-A5K6,TCGA-OR-A5K8,TCGA-OR-A5K9,TCGA-OR-A5KO,TCGA-OR-A5KT,TCGA-OR-A5KU,TCGA-OR-A5KV,TCGA-OR-A5KW,TCGA-OR-A5KX,TCGA-OR-A5KY,TCGA-OR-A5KZ,TCGA-OR-A5L3,TCGA-OR-A5L4,TCGA-OR-A5L5,TCGA-OR-A5L6,TCGA-OR-A5L8,TCGA-OR-A5L9,TCGA-OR-A5LA,TCGA-OR-A5LB,TCGA-OR-A5LC,TCGA-OR-A5LD,TCGA-OR-A5LE,TCGA-OR-A5LG,TCGA-OR-A5LH,TCGA-OR-A5LJ,TCGA-OR-A5LK,TCGA-OR-A5LL,TCGA-OR-A5LM,TCGA-OR-A5LN,TCGA-OR-A5LO,TCGA-OR-A5LP,TCGA-OR-A5LR,TCGA-OR-A5LS,TCGA-OR-A5LT,TCGA-OU-A5PI,TCGA-P6-A5OF,TCGA-P6-A5OG,TCGA-PA-A5YG,TCGA-PK-A5H8,TCGA-PK-A5H9,TCGA-PK-A5HA,TCGA-PK-A5HB
18.0341,17.2835,15.1812,5.748,13.8481,16.9215,20.9793,13.999,20.2923,10.7542,16.1047,7.7782,14.0918,14.488,10.2607,9.5013,11.5296,8.1679,24.2873,25.3529,16.2323,23.5672,11.5595,9.0958,13.2697,10.7689,6.964,21.9065,13.185,15.439,13.9176,16.9926,14.3135,9.6278,7.65,12.7273,11.1705,16.0957,7.8516,14.217,33.2692,11.6984,11.5967,12.142,12.7132,11.9298,15.5338,22.0383,7.6302,16.6852,14.3966,9.5161,16.9887,3.6121,7.2438,18.2195,10.7091,7.1159,31.2285,12.6842,13.6229,13.3398,12.213,19.3621,12.5397,10.5249,13.5719,10.7491,12.7459,12.4256,9.5822,8.8134,13.0023,25.5353,12.4243,12.0113,17.5151,12.7323,15.5953
19.152,4.2515,10.0887,12.2144,10.822,7.4725,18.0494,12.2373,12.3293,21.4509,8.6356,6.194,10.0706,10.1756,10.3468,5.3968,11.7493,6.8933,10.4326,8.2115,11.4402,12.1675,8.1746,6.4185,6.5701,7.5444,2.9203,7.3401,7.007,8.8592,6.4841,16.7768,8.028,9.3965,5.2923,8.9811,9.6491,8.6448,9.3544,9.0258,8.9236,13.347,9.8983,17.393,8.3823,10.1427,13.1485,12.4759,7.6359,5.2277,7.0034,5.4567,7.6146,3.953,7.016,12.572,10.0707,9.3108,14.6619,9.0844,10.3477,7.2085,5.435,11.9838,6.8146,6.0642,6.1296,6.2102,5.9432,6.1689,7.5286,8.4691,7.1975,14.3521,5.9271,6.8088,9.8162,4.5121,11.3123
18.2032,16.8723,12.7974,15.4333,14.2792,21.269,15.9885,47.2577,27.3786,14.7147,17.1794,17.4416,16.7338,22.9128,15.434,15.8401,36.2685,15.9449,32.8153,25.2253,11.8085,22.8618,25.858,27.1179,21.9649,24.5002,25.1767,24.7461,12.4468,32.3123,11.0708,18.5199,10.7408,15.051,19.6742,31.241,18.3123,16.9585,15.7495,20.1925,39.0804,13.467,23.7599,12.1361,31.7274,17.2883,17.0774,16.1223,7.2984,14.0051,11.3863,10.7974,12.353,2.8241,12.8435,30.9451,12.8741,8.4154,22.8687,15.3718,24.3837,10.4682,14.3345,22.7134,24.3924,13.7821,11.4368,12.2338,11.6214,34.8964,24.4223,25.2933,25.7094,19.4261,11.9076,13.4917,15.0839,17.4349,26.9987
40.8598,13.5648,19.0454,18.7974,18.1913,15.562,30.3716,14.3707,24.9484,42.7269,11.7142,13.7848,25.7782,23.3032,19.7294,8.5082,40.3965,21.0499,28.613,31.9765,29.0707,28.2231,18.9938,9.5303,40.9786,22.2543,9.5601,19.4268,11.1205,37.9864,20.9627,39.1535,22.8772,37.1106,15.8613,27.0655,19.7607,43.7358,21.9752,21.621,24.6823,37.2254,18.6085,34.6909,22.6445,11.0744,31.567,28.1267,27.2693,16.1148,20.8139,12.5892,16.334,13.3316,19.4322,25.0678,25.6573,25.6638,33.6011,24.5334,26.9142,16.6755,15.5201,16.7454,13.5282,14.4676,17.3433,15.223,21.7203,18.3832,17.0012,17.9251,27.7238,33.2914,14.7115,10.586,20.7121,13.0752,41.77
10.6969,14.6249,20.5436,9.9224,29.2045,43.6878,91.1757,26.31,17.5587,101.297,25.3725,26.0062,61.8181,18.782,11.6572,19.6027,43.2023,29.5881,18.9265,20.8684,38.6648,24.5108,36.3999,29.6016,36.8525,39.8707,48.0678,15.9516,21.0459,30.5734,31.9732,51.2748,33.1544,37.0283,22.2106,39.9643,56.5348,26.0119,10.1327,18.2062,16.3625,43.1604,42.7198,10.0358,9.8492,23.267,4.5537,18.1389,17.0875,23.5164,28.3457,28.0547,15.0559,9.4926,19.512,14.9602,33.6585,7.3505,31.6431,12.9615,36.7392,21.8722,15.4613,23.2518,60.5197,11.5997,10.733,37.8493,24.2201,38.8091,39.1217,33.1144,15.9138,84.0564,28.2115,30.1082,17.1735,16.9103,18.2319
28.2881,39.7722,78.399,70.5277,79.6838,127.049,50.1302,104.1842,108.3994,43.867,89.7677,61.0942,114.5329,85.4364,117.2842,39.7838,118.6016,60.8204,75.1455,80.3525,43.0265,174.5715,50.6728,41.9158,89.7911,40.1944,27.0618,74.1007,62.6141,63.7964,29.2473,30.6113,39.6611,130.3058,83.3144,51.3846,107.1413,100.3973,92.7906,94.498,80.6341,81.3357,72.9582,111.1064,48.7726,109.3922,124.296,73.2689,66.7061,69.3915,34.348,35.528,60.4947,27.7005,46.1242,119.3133,103.105,44.0179,88.7678,70.203,87.94,102.5259,45.4789,63.5415,104.2398,33.2692,72.4209,67.2265,26.5004,106.2638,54.8487,75.5623,92.5754,63.3264,61.7415,80.2225,33.9463,55.5347,93.8046
18.5557,16.1083,16.7962,20.9282,11.3779,20.9987,16.7279,26.6765,24.5658,21.8613,28.8781,12.983,14.15,16.7269,12.7215,12.8577,23.0,22.902,27.5867,21.0907,13.374,23.6095,16.0467,15.7733,16.4661,16.6051,16.1168,15.5895,20.5791,11.9293,15.3617,22.3584,21.3698,23.6782,14.5844,28.377,20.1303,15.7492,18.953,14.0155,14.3993,8.2852,22.4087,15.0963,19.8708,15.3707,21.1369,30.9619,6.867,21.4234,18.5769,15.767,14.1226,6.3674,12.8939,16.6159,18.7013,18.0777,18.0393,16.1316,21.4868,15.3469,10.8777,11.8961,24.3677,11.7454,12.3452,14.6725,22.4989,17.9973,22.1224,16.7823,14.6371,17.7786,15.2738,18.9175,11.775,8.0996,15.8181
0.0184,0.0156,0.0,0.0615,0.0,0.0315,0.0,0.0144,0.0,0.0183,0.0619,0.0,0.0406,0.0,0.0743,0.0213,0.0,0.0,0.0182,0.0546,0.0,0.0174,0.2826,0.0161,0.0158,0.0,0.0,0.0171,0.0201,0.0517,0.0256,0.0474,0.0587,0.034,0.0319,0.0245,0.0565,0.0196,0.0,0.0,0.0599,0.0,0.0,0.0,0.0195,0.0,0.0,0.0,0.0,0.0,0.0166,0.0,0.0,0.0,0.0,0.0399,0.0283,0.036,0.0518,0.0173,0.0343,0.0177,0.0,0.0,0.0191,0.0256,0.0,0.0152,0.029,0.0789,0.0293,0.0,0.0,0.0,0.0153,0.0,0.0151,0.0172,0.0495
4.9227,3.8802,8.0331,5.4146,4.6707,4.8645,7.144,5.8568,5.0366,9.2316,5.013,5.8044,4.6294,4.8632,4.5171,2.6226,4.8413,3.4432,5.5411,3.0353,5.0883,8.3119,6.7136,4.4629,6.7447,5.9369,3.9954,5.4039,6.2049,8.1363,5.476,9.9961,4.9289,7.3634,2.8165,5.8195,4.5419,2.9353,3.5209,3.6488,4.914,4.6442,12.0584,4.7971,6.4131,5.647,13.7525,5.508,2.6757,4.9725,3.8959,4.2252,5.57,1.5636,2.4579,7.9641,6.2372,3.2556,3.2749,3.0793,5.9065,4.3177,4.2886,10.3901,4.3921,3.1089,10.5543,4.6184,6.0272,5.1876,6.9907,7.9599,4.8238,7.6024,2.5917,5.1478,5.6919,7.7743,4.45
25.4774,36.7281,14.5031,10.0734,13.8773,20.4858,24.4711,22.9617,18.5989,50.0264,12.5331,9.9808,20.406,12.5683,13.4069,13.0291,13.6205,22.6532,20.0015,19.1748,18.2906,31.6052,20.1602,17.8601,21.0272,23.3447,23.1741,10.9071,14.573,26.0854,20.9242,40.6202,21.6856,24.5788,12.1569,33.4637,30.4429,23.1617,12.5334,25.1663,14.1326,25.8211,14.9371,22.5418,19.7529,30.4217,15.637,15.4335,10.074,13.7495,16.9287,13.9781,13.2406,5.7042,12.1742,12.3194,29.2873,12.3296,38.4948,26.617,18.2257,11.3646,11.299,185.2512,13.9197,15.595,9.7055,14.4377,20.216,10.6906,12.2412,13.5883,17.2442,21.9354,12.0651,18.3628,17.0779,30.5965,27.804
21.2416,13.0811,7.5443,6.0907,13.7712,9.6924,9.7916,11.298,8.5035,10.4652,8.3556,5.6585,19.3378,7.7195,7.6266,3.6276,6.9122,10.3078,15.1973,13.6411,9.8321,13.2015,6.0142,5.8786,15.7362,7.2899,8.7331,30.008,8.3204,24.1437,7.5776,21.8747,6.2828,12.403,3.6209,7.051,16.6551,15.8489,4.815,12.3965,11.6158,7.9837,10.7056,11.4947,13.3261,11.933,10.1787,13.8891,7.139,8.7305,7.5017,2.9582,13.4106,2.1698,3.8615,19.2771,10.6976,7.4577,33.1902,15.6019,9.8103,9.8422,3.8703,34.6324,6.9761,4.8961,16.0095,9.1557,9.1125,9.5646,5.3313,10.3208,11.5517,8.8189,8.1426,5.9517,14.8653,6.0162,17.4814
0.6773,2.3005,8.6034,1.3644,0.0082,1.4826,0.456,6.6751,2.2323,0.0624,1.9284,0.1515,2.6958,11.513,4.0776,0.2909,10.6718,1.7708,0.4277,0.2599,0.0125,6.1215,0.849,0.2848,1.4624,1.2917,0.8477,1.829,0.8746,24.6587,0.4939,20.7063,0.0177,2.2008,0.8461,0.8553,5.0508,4.569,4.0382,2.2729,2.4902,5.7334,8.9727,2.5639,1.5124,0.0187,4.1594,0.7276,0.678,0.59,0.5854,0.6508,4.3277,0.0233,0.2187,2.1991,0.5176,0.6736,1.4168,0.4213,1.2369,12.8317,0.3095,0.6224,0.7215,0.0155,2.2073,1.0951,0.2627,3.1969,0.1767,11.8158,11.1822,0.1612,1.7429,0.4595,0.0121,0.2041,9.8878
24.619,19.2819,13.3786,22.0956,15.3902,25.1332,24.3801,9.3035,29.8236,19.1824,13.0566,20.988,18.0491,23.1666,22.4841,12.9373,15.9414,9.7707,14.9649,17.1262,25.5019,15.8397,28.3765,14.0856,11.5407,10.7213,16.8612,20.0445,15.0144,17.1194,20.1519,12.0619,17.0333,18.1433,10.6939,20.0117,13.8494,9.738,21.406,21.3286,34.1745,19.7308,19.9214,28.8134,15.3934,29.6101,29.405,47.455,3.8043,16.498,13.1346,11.5422,15.3681,4.0346,9.1932,18.2403,13.8247,15.268,12.784,19.051,19.076,42.4927,13.7736,28.0926,12.5069,8.8862,19.1733,14.9381,14.6378,27.2467,25.1934,26.9539,31.542,28.1798,15.065,12.6092,17.165,32.6022,32.0945
3.9908,10.0139,12.5124,35.0989,4.041,42.3445,13.5481,17.689,33.0754,35.8656,15.3377,5.9297,41.0161,9.4662,21.1313,5.7747,32.2793,10.9267,6.9984,43.5764,4.5371,48.5126,9.4924,3.5652,17.8555,5.5,3.0619,5.3073,7.0273,20.8013,2.2319,16.5855,4.0749,27.2928,8.2622,6.5425,27.391,6.7086,21.2259,28.8199,25.8676,9.8998,13.1018,15.4078,17.8541,13.3955,71.9624,40.158,3.9202,11.4765,2.0431,9.6164,6.1168,2.969,3.0157,13.8186,43.7342,15.8944,21.9729,9.1966,8.4534,24.7392,8.7015,4.7545,10.4025,3.833,8.9198,5.6666,2.5209,22.5028,13.3123,12.1822,12.3256,21.1456,4.0865,8.7476,1.4817,9.5436,18.0505
0.0,0.0,0.0,0.0793,1.6008,0.0101,0.0104,0.0,0.0398,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0165,0.0,0.0,0.0,0.0206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0225,0.0,0.0,0.0,0.0,0.0
2.7598,2.7026,2.4963,1.6224,4.7645,2.4537,3.0787,6.0257,2.5298,4.59,3.3131,3.0356,4.1503,5.0567,2.8208,2.0664,4.6055,3.2232,4.9186,7.5178,3.2172,8.676,4.3123,4.3803,5.6359,4.5512,6.476,2.9605,3.2297,6.1124,5.8877,3.4517,3.9819,3.6697,1.5462,5.7499,5.1729,4.6883,1.5509,5.4095,5.1307,2.9898,4.3779,4.1217,3.9738,3.9859,2.8038,5.2259,1.3638,2.4146,3.0606,1.6815,6.2761,0.967,2.1219,4.1453,3.0464,2.2449,4.921,3.0347,3.4226,5.4225,1.3195,3.533,3.3347,2.1764,2.8464,2.166,3.8996,3.2346,2.0665,3.1094,5.0989,3.1791,2.1283,5.2066,3.8146,2.6041,2.541
22.9927,18.1772,17.0028,8.7885,14.909,15.4921,37.497,18.7021,19.0784,32.4412,15.8878,22.6156,17.1727,15.0215,14.8404,9.9627,15.2758,11.6827,19.2005,22.8035,24.0958,12.6574,37.0818,19.3543,23.034,17.2417,18.0181,12.9471,16.7324,20.0896,29.0525,37.2902,19.7748,23.4205,8.9526,25.8524,30.4779,29.6155,12.0315,15.538,19.4054,10.9169,18.4505,27.0453,14.5752,23.8408,15.7448,21.5898,5.6708,11.1699,14.3713,10.1642,17.279,3.1726,8.717,15.9489,16.4034,6.3426,10.5788,10.0715,24.3649,14.8839,9.5609,14.7603,10.7794,7.6525,16.2231,13.7789,17.2908,16.0792,22.7862,20.4699,17.2524,26.4348,12.6352,13.9227,23.8686,17.8651,14.3234
3.691,4.6571,2.4025,1.8001,2.4645,2.3107,1.8902,3.6817,4.487,3.1059,2.7013,1.8516,2.0734,2.1671,2.3142,1.5951,4.1277,2.5485,5.2116,2.381,2.4293,3.7399,2.9591,3.0235,3.7291,2.6672,3.0069,4.9854,1.7546,3.3691,2.9859,4.4107,2.0426,2.1423,2.0092,3.3675,1.7109,3.1795,1.8842,1.5039,3.6188,2.1931,3.1601,3.7005,4.1331,1.9537,2.1311,6.6671,1.3938,2.5308,2.2017,1.0236,3.5667,0.5268,1.3509,6.396,2.6741,1.7946,3.9154,2.6661,2.9996,1.878,1.7182,6.3859,2.3333,2.2164,4.48,2.791,2.2207,2.5777,2.7076,2.245,2.7306,2.8611,2.3073,2.463,4.7927,2.3741,3.8877
5.8637,12.0695,6.5194,5.6177,8.0641,6.9182,4.5624,8.0202,4.9953,3.6168,5.3144,6.3421,4.6346,6.0847,7.7545,4.8921,5.4087,5.7753,8.8323,21.7481,5.0281,6.5473,7.4899,12.2882,5.5381,10.2392,11.9018,7.7921,4.4068,7.8208,11.2581,6.2476,7.9527,4.8241,4.4363,13.514,7.2176,6.2069,4.2704,4.3872,5.2019,3.0188,6.3561,4.4927,5.8428,5.6265,4.9072,5.3363,1.842,7.4076,4.958,4.501,5.9293,1.627,3.9282,7.6765,3.9497,3.8845,5.851,5.4908,7.9508,5.227,4.4244,7.483,7.2705,4.8567,4.8678,8.517,9.2287,6.2185,7.875,5.6691,7.4431,3.2299,6.7858,11.4309,9.1453,7.3391,5.8147
6.0136,18.0211,12.7001,6.8006,7.5792,8.7161,8.0441,11.3712,8.5734,5.5222,3.372,7.7268,3.8488,12.0804,10.9762,3.0866,9.3037,4.2189,14.5036,8.6297,6.6272,8.6197,8.5993,12.0715,9.1146,9.6428,7.0192,11.7002,4.4503,10.9146,8.0891,7.2673,7.683,6.1432,4.3713,9.1973,5.7839,3.7929,5.8097,11.3761,12.5899,5.7075,5.52,8.1968,11.1427,4.6196,7.865,11.0658,1.9422,12.2911,3.3939,1.9061,12.1752,0.6931,3.3155,14.6867,8.7614,1.2556,9.9829,5.3997,10.8768,9.0578,4.3259,10.2912,6.1844,3.3905,7.8502,12.3333,5.5392,12.6256,4.0586,12.4284,13.3189,8.232,7.8599,9.7464,13.3015,6.5677,15.2383
1.1106,5.8399,2.5435,0.8777,1.5659,2.6387,1.3251,2.4063,2.2847,1.2311,0.9055,1.3379,0.5175,1.5765,1.3017,0.5265,1.3025,0.7377,3.0809,2.8977,1.5358,1.386,2.0815,3.7923,2.6737,3.5919,7.079,2.9684,0.9787,4.1958,5.468,0.847,1.0918,0.5588,0.6969,4.3987,1.5342,0.797,0.7163,2.0713,3.0061,0.4977,1.5087,1.6222,2.5907,0.9889,1.7817,2.8925,0.1824,3.0026,1.073,0.8132,4.5643,0.2617,0.5228,1.9578,0.5161,0.9175,2.3914,0.9136,1.2537,1.6785,0.9315,5.5779,0.8793,0.4493,2.9959,3.5001,3.3627,3.0481,1.519,2.8403,2.4062,3.2778,2.8021,2.0682,6.2583,1.6565,4.7282
7.7589,4.1821,3.8571,2.4097,9.9371,10.8218,5.2426,7.7855,5.035,7.7759,4.8064,3.8318,6.2821,4.445,4.1918,2.4023,5.6368,2.5774,7.4632,5.6608,9.5416,4.8331,4.6288,5.5009,6.3906,6.3559,3.1465,4.4868,2.3361,8.775,5.5189,14.579,4.3481,9.7185,2.1682,9.4201,4.6393,6.5162,2.356,4.2067,6.1646,5.2927,4.1301,10.1756,4.0112,6.1401,7.9286,10.8459,2.6294,4.5187,4.8546,2.3493,10.2387,1.1004,2.9995,5.5677,3.873,5.542,13.4494,6.8514,6.8755,6.9651,2.454,4.0393,2.8362,2.6914,8.8188,5.3343,5.5185,4.3941,3.3873,5.1241,3.7139,5.2803,6.0556,3.2778,11.2978,2.9824,7.5915
3.2002,2.5303,2.5662,1.7335,8.0831,2.8555,1.9395,5.6316,3.2978,1.0055,5.0722,4.7166,5.397,4.6917,3.7957,2.3257,2.5876,3.9923,4.3163,0.9884,2.939,3.5122,4.4257,7.0595,1.6609,5.9408,3.8813,4.6068,5.2548,3.112,5.1141,2.3636,5.754,4.9918,4.0276,12.5614,3.6508,4.0269,5.8869,1.824,2.7035,3.7157,3.5907,5.4606,2.7077,6.9028,4.108,7.2632,2.2729,6.8908,4.0413,5.5164,3.4069,1.7395,3.7941,5.5421,4.3733,3.6045,4.1346,4.5751,3.6951,4.0953,3.6388,3.9506,5.0089,3.3292,3.1081,4.5811,5.2231,2.6298,2.5946,2.4492,4.8815,2.0231,3.2086,8.8751,4.5236,4.2177,2.3449
2.2735,4.494,3.1302,2.8416,2.8501,1.7928,2.7664,5.8423,2.2367,4.2514,3.3535,2.937,1.6155,4.1712,1.8437,1.4441,4.9514,2.0314,3.2586,4.3923,3.1542,3.9675,2.4967,6.0427,6.2145,5.837,4.3974,3.83,3.7277,5.6754,8.5315,3.2148,3.5224,1.9996,1.0642,4.8602,3.5115,2.7802,1.2937,7.8757,6.1216,2.5237,3.5315,2.7712,4.9324,2.7541,2.7387,5.0108,1.1356,2.429,3.078,2.4254,9.5367,0.8196,1.4108,3.2346,2.8546,2.1003,4.395,2.4602,1.8445,5.5946,1.4039,5.5072,2.1369,1.7914,4.0894,3.4403,4.8365,2.4277,2.1707,3.6648,6.2432,5.6479,2.6413,4.8222,5.6234,3.9307,3.2823
26.1657,13.4207,15.2774,38.9928,15.5987,27.7381,19.1507,19.6093,30.6176,20.2905,11.8504,18.0399,27.7292,22.9286,29.221,13.754,51.0616,12.6425,11.8266,12.5347,17.3367,23.4172,18.1485,13.2014,43.175,16.7532,12.9927,19.3905,17.6628,16.0621,12.6208,25.0972,13.8627,34.602,16.2891,18.9464,20.0659,19.8019,23.5438,18.2433,28.5727,25.5304,14.2138,27.8431,12.9592,21.1639,26.2097,21.2238,13.2319,9.9317,15.664,20.4588,11.3361,7.8301,10.6219,28.5304,15.6524,18.1979,26.1633,31.6859,12.2738,24.6424,11.1985,21.7094,7.4766,13.4409,8.5689,14.0566,13.2982,13.9734,23.7675,18.6037,23.2392,7.2428,11.4771,18.3348,15.6112,14.3437,24.2313
1.8243,0.8556,0.9294,0.9324,1.661,2.5509,3.1448,0.769,0.6991,8.9481,1.1062,1.0042,2.7167,1.2781,0.914,0.9929,1.9676,1.4347,1.1324,0.7725,2.3519,1.8158,0.7459,0.8305,3.5847,0.5732,0.5963,0.8473,0.8408,0.8802,0.99,2.2907,1.1004,2.2788,0.5411,2.842,1.1281,1.1713,0.5193,3.6575,2.346,2.5018,0.9793,0.58,0.9649,1.4662,0.8192,2.3962,0.5395,1.3602,0.8979,0.7639,1.313,0.2163,0.6757,1.5818,3.8646,1.027,0.6155,1.4226,1.8205,1.1023,0.529,2.4931,1.0269,0.4874,1.6026,0.6695,0.7392,1.2712,0.5469,1.1009,1.0651,8.6461,0.5364,0.9638,4.6634,0.7854,2.585
23.6595,17.4786,6.9732,10.2003,23.2158,11.9654,11.0921,17.0547,9.2827,13.9102,12.3351,13.2806,22.7928,13.3113,14.0366,4.7819,22.9541,11.3028,8.5725,18.199,8.9983,11.9839,8.9028,13.575,12.8492,17.7138,12.9309,19.7446,11.1821,10.0282,8.9312,18.4529,12.1406,17.2045,9.9303,16.3118,21.5206,10.6602,7.6667,17.5937,11.6116,12.7729,12.7225,11.0748,6.6164,25.9069,12.2042,49.2586,5.955,17.1703,11.2869,16.2807,9.9857,3.5364,5.5066,22.6908,31.3072,9.1154,15.338,15.1909,11.3124,20.0022,10.6542,11.0607,9.8663,9.0079,11.1869,13.9232,13.0219,10.4159,13.0182,13.0301,24.1147,12.5507,14.2963,22.7172,11.006,14.5139,11.4719
0.3568,1.1636,1.5842,5.1044,1.1528,1.4065,3.4773,0.9865,3.378,1.716,2.2141,2.2466,2.0292,0.7723,2.4366,2.7277,1.0803,4.1136,1.1656,1.3844,2.8063,3.7091,1.334,2.9041,3.3547,4.6723,3.2258,0.4844,1.5313,5.7284,3.3187,7.0609,4.0241,4.4093,0.9506,6.7427,3.6778,3.9171,0.5783,2.3771,1.4593,3.2191,2.1184,2.8842,1.4564,2.9702,0.6216,1.1445,1.2169,0.2206,3.9935,8.5208,0.3769,0.6047,1.5605,1.22,2.1931,9.0761,1.7766,0.7746,1.2518,1.8734,3.4996,1.9555,1.9636,3.8611,2.6082,0.7238,4.3294,1.8808,5.2854,0.755,1.0965,2.3387,0.4575,2.5974,0.8994,3.0266,3.4199
0.0146,0.0247,0.0485,0.0162,0.0161,0.0,0.0382,0.0,0.0,0.824,0.049,0.0,0.0321,0.0315,0.0,0.0,0.043,0.0,0.0,0.0576,0.0164,0.0,0.0,0.0,0.0125,0.0,0.0146,0.0,0.0319,0.0409,0.0,0.0187,0.0,0.0269,0.0,0.0,0.0447,0.0155,0.0,0.0425,0.0158,0.0,0.0,0.051,0.0309,0.1621,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0671,0.0855,0.0205,0.0,0.0271,0.0,0.0,0.0,0.0453,0.0,0.0,0.0,0.023,0.0,0.0464,0.0,0.0,0.4137,0.0243,0.0,0.0,0.0,0.0261
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1615,0.1141,0.0,0.03,0.0298,0.0,0.0,0.0316,0.0,0.0,0.1207,0.0,0.0,0.0777,0.0,0.0311,0.0,0.0161,0.0133,0.1464,0.0,0.0509,0.0574,0.0118,0.0,0.0127,0.0135,0.0,0.0295,0.0126,0.0,0.0,0.0,0.0,0.0,0.0179,0.0551,0.0,0.0,0.0131,0.0438,0.0,0.0,0.1886,0.0,0.0136,0.0235,0.0802,0.0,0.018,0.0243,0.0,0.0123,0.0,0.015,0.0,0.0,0.0,0.0189,0.0253,0.0,0.0129,0.0,0.0,0.0279,0.0,0.0261,0.0111,0.0212,0.0,0.0,0.0176,0.0,0.0,0.0,0.0,0.011,0.0,0.0241
91.0416,195.562,32.5462,21.309,3.2846,89.1381,12.3068,137.9406,18.5711,31.3596,51.9466,8.0027,60.5931,179.2326,7.8274,10.496,261.5021,53.4075,6.9929,104.2381,6.6779,15.7037,46.4722,5.4396,147.1962,4.3694,11.2352,44.4289,77.4709,147.0224,5.0665,65.3218,7.6521,33.4807,11.7905,5.9512,183.2867,159.485,49.9661,97.121,42.8587,4.9852,83.4057,59.7001,17.1234,25.7166,118.1697,40.0236,82.117,15.3729,11.5157,18.2978,230.0388,3.0377,3.3289,109.647,81.1156,97.7678,76.9406,72.9987,9.3034,151.7671,4.0047,66.5293,12.5428,5.9626,86.9444,12.0607,4.6651,160.6948,18.2946,145.3999,93.584,12.747,11.1129,9.1017,3.8554,4.456,7.842
5.5992,2.8314,6.2822,2.2941,5.5663,7.7181,16.7871,8.3489,5.55,9.8667,2.132,6.0987,2.4766,6.7158,4.5063,4.5482,11.8691,3.6595,3.8923,9.3665,32.5259,19.1401,8.5472,9.0638,7.6666,8.6081,3.8392,7.0945,1.7377,11.6341,6.7207,10.8572,6.8855,4.9451,5.2198,13.6419,3.5933,7.0151,3.6552,9.2532,13.6531,8.1011,6.6604,2.4259,7.1572,10.3516,3.6268,18.3025,1.518,2.2221,4.6935,2.517,5.7129,1.2627,3.052,6.9647,5.2396,4.0202,6.8657,6.7065,7.7254,2.5224,1.8357,9.6948,3.5917,3.3224,2.6336,4.8475,6.3622,3.6142,9.0331,6.0075,10.376,18.9236,4.7438,2.4919,31.2125,5.4512,27.0534
39.0623,16.1989,34.3632,5.7966,45.1689,42.1228,17.7628,14.3781,19.2839,13.8163,14.0508,24.2859,26.4819,13.1097,26.3069,11.0836,21.0884,17.8641,28.9306,78.9414,20.5271,33.3161,21.1978,21.2074,25.643,21.7876,26.7438,15.4945,13.1181,50.1631,17.7107,155.9084,14.5729,20.0063,14.2503,23.4117,52.3659,20.6899,10.8548,36.436,23.3211,38.0938,21.2967,26.2603,25.633,19.1924,16.732,25.6146,7.3815,19.4113,28.0679,15.7128,21.0279,4.1465,14.1738,13.0213,28.1419,10.2164,60.2886,15.1379,22.6098,20.1059,15.9375,30.6533,18.1029,11.3987,13.9922,28.2121,18.8237,20.7605,13.6328,16.9319,21.6784,15.3592,39.06,15.0892,30.55,23.2618,54.2931
