TCGA-OR-A5J1,TCGA-OR-A5J2,TCGA-OR-A5J3,TCGA-OR-A5J5,TCGA-OR-A5J6,TCGA-OR-A5J7,TCGA-OR-A5J8,TCGA-OR-A5J9,TCGA-OR-A5JA,TCGA-OR-A5JB,TCGA-OR-A5JC,TCGA-OR-A5JD,TCGA-OR-A5JE,TCGA-OR-A5JF,TCGA-OR-A5JG,TCGA-OR-A5JI,TCGA-OR-A5JJ,TCGA-OR-A5JK,TCGA-OR-A5JL,TCGA-OR-A5JM,TCGA-OR-A5JO,TCGA-OR-A5JP,TCGA-OR-A5JQ,TCGA-OR-A5JR,TCGA-OR-A5JS,TCGA-OR-A5JT,TCGA-OR-A5JV,TCGA-OR-A5JW,TCGA-OR-A5JX,TCGA-OR-A5JY,TCGA-OR-A5JZ,TCGA-OR-A5K0,TCGA-OR-A5K1,TCGA-OR-A5K2,TCGA-OR-A5K3,TCGA-OR-A5K4,TCGA-OR-A5K5,TCGA-OR-A5K6,TCGA-OR-A5K8,TCGA-OR-A5K9,TCGA-OR-A5KO,TCGA-OR-A5KT,TCGA-OR-A5KU,TCGA-OR-A5KV,TCGA-OR-A5KW,TCGA-OR-A5KX,TCGA-OR-A5KY,TCGA-OR-A5KZ,TCGA-OR-A5L3,TCGA-OR-A5L4,TCGA-OR-A5L5,TCGA-OR-A5L6,TCGA-OR-A5L8,TCGA-OR-A5L9,TCGA-OR-A5LA,TCGA-OR-A5LB,TCGA-OR-A5LC,TCGA-OR-A5LD,TCGA-OR-A5LE,TCGA-OR-A5LG,TCGA-OR-A5LH,TCGA-OR-A5LJ,TCGA-OR-A5LK,TCGA-OR-A5LL,TCGA-OR-A5LM,TCGA-OR-A5LN,TCGA-OR-A5LO,TCGA-OR-A5LP,TCGA-OR-A5LR,TCGA-OR-A5LS,TCGA-OR-A5LT,TCGA-OU-A5PI,TCGA-P6-A5OF,TCGA-P6-A5OG,TCGA-PA-A5YG,TCGA-PK-A5H8,TCGA-PK-A5H9,TCGA-PK-A5HA,TCGA-PK-A5HB
68.234,33.1972,59.3995,27.9159,52.7125,18.8708,30.7264,66.1018,70.533,17.8699,46.1419,69.1419,44.3723,73.4023,49.5821,35.5533,66.0108,41.599,39.6413,43.117,36.3997,45.29,79.2331,63.0417,43.734,65.7881,60.7239,49.0634,49.922,30.5514,46.2648,36.6271,57.3702,47.1852,48.408,68.9445,46.782,74.173,47.2321,29.4239,59.8291,48.0519,52.3417,56.8793,60.9016,52.3482,45.4097,34.0394,26.5749,53.9133,54.8348,33.2397,68.5149,15.0137,46.5653,43.5874,47.8754,10.4256,49.8012,21.4344,53.6426,32.0369,23.5928,64.0761,66.1044,39.8026,52.6634,54.1156,58.2949,60.9649,52.1701,76.3258,56.0145,43.4582,65.911,65.4496,33.1086,37.8829,28.3131
4.7921,1.8658,4.4476,16.9245,1.2987,3.4859,2.1704,2.1986,4.9618,1.3783,5.9935,1.7928,0.5118,2.904,0.7304,3.0969,2.3606,1.7302,2.1987,3.8405,2.1569,1.8677,1.27,1.5277,6.8889,3.96,0.6756,6.1651,7.7492,3.48,2.0377,4.5143,1.2771,1.161,0.2544,3.6852,2.6621,1.6082,2.4131,6.7402,5.662,0.7243,3.6447,2.0421,1.0118,3.8414,1.5039,2.832,1.6024,1.5049,4.4525,6.5766,2.7886,0.7218,1.2065,3.5144,6.8973,1.4672,0.2031,4.0992,0.9714,7.61,4.4489,2.2508,2.0812,4.9457,1.6616,1.4929,2.1908,2.0306,9.8298,2.761,6.4348,4.2839,1.7136,4.2659,5.8664,4.3706,0.6491
0.0505,16.0948,0.1319,0.9894,0.0361,0.0279,0.1688,140.5651,1.1437,0.0383,0.0266,15.4036,0.2689,29.0981,0.1529,1.3255,36.977,0.0071,0.1438,0.3115,0.03,0.4774,84.5619,0.7458,0.0307,0.0618,1.988,0.1849,0.0195,6.9111,0.0206,12.8505,0.0142,2.2442,0.0206,0.3749,1.1581,0.2564,9.7397,0.0289,0.5159,0.006,19.5693,2.0635,0.082,0.8625,1.2528,0.0487,0.7246,0.0279,0.1396,12.3437,0.3074,0.0,0.0099,0.1321,0.032,0.3082,0.6565,0.0028,0.9432,6.3705,0.0559,0.6944,0.1664,6.3905,0.9537,2.302,0.0609,0.526,0.0095,1.2533,16.8489,0.0197,0.0792,0.0986,0.0243,0.0167,0.0879
0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0187,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0025,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.0037,0.0949,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0093
0.0013,0.0044,0.1892,0.0043,0.0014,0.0,0.0045,0.001,0.0621,0.0,0.0014,0.0464,0.0071,0.0047,0.0287,0.0,0.033,0.0139,0.0089,0.0,0.0015,0.0098,0.0,0.0,0.0,0.0122,0.0233,0.0036,0.0,0.1354,0.0,0.0133,0.0,0.0,0.0559,0.0051,0.0,0.0,0.0,0.0,0.0014,0.0104,0.0,0.0102,0.0027,0.0157,0.0056,0.0308,0.0,0.0,0.0198,0.0,0.0012,0.0,0.0043,0.0,0.0,0.0,0.0018,0.0,0.0024,0.0,0.0,0.0,0.0054,0.0,0.0063,0.0064,0.0041,0.0,0.8343,0.1691,0.0103,0.0024,0.0161,0.0,0.0011,0.0,0.0104
0.0053,0.0669,0.0,0.5036,0.0058,0.0,0.0689,0.0082,0.3118,0.0052,0.0059,0.0052,0.0,0.0038,0.0318,0.0122,0.0259,0.0693,0.2285,0.0104,0.0118,0.0099,0.0045,0.5057,0.0181,3.6548,0.0581,0.0049,0.0058,0.62,0.0292,0.3179,0.7541,0.2427,0.0,1.5919,0.0161,0.0728,0.0,0.0,0.0,0.0,0.0,0.0414,0.5524,0.0851,0.0641,0.0078,0.0,0.0,0.0333,0.0578,0.0,0.0662,0.3576,0.0228,0.0,0.0,1.095,0.0148,0.0098,0.0,0.022,0.0075,0.6651,0.0,0.0051,0.0087,2.173,0.0225,0.4435,0.0,0.0233,0.01,0.0175,0.0,0.0,0.0,0.0094
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043,0.0,0.0,0.0,0.0,0.0056,0.1012,0.0,0.0,0.0,0.0114,0.0019,0.0,0.0,0.0,0.0,0.0,0.0018,0.0,0.0018,0.0,0.681,0.0,0.0,0.0,0.0,0.0033,0.0,0.0,0.0021,0.0,0.0019,0.0,0.0,0.0,0.0017,0.0,0.0,0.0,0.0,0.0,0.0026,0.0017,0.0,0.0,0.0,0.0022,0.0,0.0,0.0,0.0,0.0,0.0862,0.0,0.0,0.0,0.0,0.0,0.0019,0.0032,0.0,0.0,0.0,0.0025,0.0,0.0585,0.0016,0.0,0.0,0.0,0.0
0.006,0.0,0.1276,1.5562,0.0,0.0052,0.0,3.8901,0.0,0.0,0.0407,0.0362,0.0067,0.0829,0.0427,0.1818,0.0119,0.0073,0.0239,0.0,0.0,0.0,0.0,0.0106,0.0,0.0343,0.0,0.0,0.7081,5.9392,0.0,0.0,0.0,0.0,0.0,1.6066,0.0062,0.0129,0.0,0.0,0.1378,0.0,0.3144,0.0265,0.0257,0.0,0.0158,0.0,0.0071,0.0,0.0109,0.0,1.9994,0.0381,0.0067,0.0066,0.0,0.1184,0.0,0.0,0.107,0.0,0.0253,0.0,0.0,0.0,0.0,0.0,1.9466,3.3335,0.0578,2.5832,0.1289,0.0,0.0202,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0,0.0,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0075,0.0,0.0,0.0
0.0,0.0,0.0,0.0082,0.0082,0.0063,0.0,0.0,0.0414,0.0,0.0,0.0,0.0,0.0,0.1119,0.0,0.0073,0.0,0.0073,0.0,0.0083,0.0,0.0,0.0065,0.0,0.014,0.0148,0.0,0.0,0.0208,0.0,0.0,0.0,0.0,0.0,0.0491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2064,0.0,0.0,0.0,0.0077,0.0,0.0,0.0,0.0,0.0,0.0235,0.0194,0.0,0.126,0.0,0.0,0.0,0.0,0.0
0.0306,0.0162,0.0367,0.0198,0.0239,0.0228,0.0423,0.1562,0.0712,0.0,0.0399,0.0928,0.0674,0.2241,0.2556,0.0986,0.0125,0.0031,0.088,0.0239,0.0,0.0205,2.1778,0.6591,0.0011,0.0662,0.009,0.0213,0.4248,0.0203,0.0071,0.0098,0.3997,0.0329,0.0198,1.8243,0.0052,0.1085,0.0417,0.0248,0.1133,0.1313,0.004,0.0379,0.0297,0.0116,0.1508,0.0076,0.0386,0.0665,0.5442,0.0175,0.0175,0.016,0.027,0.2305,0.0117,0.0299,0.0054,0.0204,0.1505,0.0269,0.0319,0.029,0.0158,0.0106,0.0086,0.1773,0.251,0.1036,5.6472,0.7488,0.3504,0.0036,1.4887,0.2347,0.1721,0.1011,0.0068
0.022,0.0306,0.0384,1.2337,0.0035,0.0081,0.0055,1.0571,0.0949,0.0,0.324,0.0314,0.0035,0.0113,0.0238,0.02,0.0263,0.1451,0.0171,0.0,0.3831,0.0119,0.7061,0.0082,0.0041,0.003,0.0016,0.0015,0.2097,0.0044,0.0109,0.002,0.0025,0.1741,0.2177,0.8534,0.1623,0.0218,0.0037,0.0031,1.1424,0.0,0.9207,0.3839,0.06,0.0016,0.0725,0.0164,0.0,0.0947,0.0568,0.1597,1.1251,0.0594,0.0035,0.0085,0.0338,0.0061,0.0022,0.167,2.6605,0.0196,0.0,0.3627,0.189,0.2626,0.0091,0.0091,0.0471,1.9337,0.5427,1.3111,0.2748,0.4166,0.0052,0.0,0.0193,0.3877,0.0113
0.6555,0.8338,0.4077,3.083,0.0306,3.6428,3.3093,3.2648,1.224,1.019,0.3894,0.3311,2.2487,1.3478,2.4701,0.4746,2.2345,0.2368,0.6865,0.6015,0.2884,0.6979,0.9497,0.739,0.9348,0.3287,0.4166,0.6933,1.0628,1.0719,0.3019,0.2642,0.5601,1.3491,0.342,0.1678,0.5373,1.0263,0.3883,4.2083,1.1956,2.7712,0.6158,8.1515,0.8089,5.2325,2.3841,3.4231,1.1704,1.513,0.1214,1.2803,1.3632,0.1243,1.6995,1.854,3.2709,0.9969,0.628,1.0812,0.6029,1.8224,0.5201,1.0805,1.1711,0.4676,1.1565,0.6412,0.3925,0.8513,0.2954,1.3192,1.0728,2.1948,1.3198,0.3398,0.0518,0.6754,1.2001
0.1203,0.281,0.3704,8.7722,0.5018,0.0969,1.1167,0.1579,0.1346,1.7842,0.3179,0.3943,0.0476,0.1965,0.0389,1.755,0.277,0.5634,0.0874,0.0202,3.0862,0.1287,0.2671,4.9309,0.0469,3.888,0.041,0.0928,0.2285,65.1261,1.262,0.1694,0.1158,0.0545,0.0472,0.3226,0.0627,0.1185,0.0478,0.623,0.5739,0.2112,0.4184,0.8608,0.1518,4.7916,0.1384,0.1758,0.0583,0.1764,5.6007,3.0248,0.8771,0.1572,0.2252,0.0517,0.1674,0.0977,0.0319,0.5958,0.0211,0.2466,3.3548,1.7791,0.0635,3.456,0.2025,0.449,5.3999,0.1588,3.5839,0.1308,0.2902,1.3605,0.0681,0.4101,7.0744,0.2228,0.2829
0.0,0.0137,0.0072,0.1978,0.0107,0.0,0.1636,0.9763,0.3613,0.0,0.0687,0.3384,0.0,0.0233,0.2443,0.0224,24.3336,0.1123,0.0287,0.0,0.0073,0.3448,5.377,0.1016,0.0,0.2718,0.0162,0.003,0.0177,0.0,0.0,0.0042,0.0617,0.0179,5.8375,5.5567,0.0066,0.0,0.1965,0.0063,0.4695,0.0131,0.0102,0.0,0.2056,0.0163,3.1304,1.5627,0.0,0.0087,0.0292,0.0089,0.1508,0.0102,0.0972,0.0035,0.0099,0.0,0.0,0.0,0.003,0.0,0.0405,0.0,0.2578,0.0,0.0031,0.0027,0.0051,0.1014,10.1743,1.6833,0.4443,0.0061,4.0201,0.0,0.0265,0.0,0.0289
0.0067,0.0098,0.0,0.0,0.0,0.0,0.0034,0.0,0.0064,0.001,0.0752,0.001,0.0,0.0014,0.0,0.0,0.0009,0.1759,0.0009,0.0,0.0,0.0,0.0016,0.0025,0.0,0.0009,0.2871,0.0,0.0073,0.0,0.0,0.0012,0.0015,0.0159,0.0,0.1235,0.0,0.001,0.0,0.0,0.0,0.0,0.0015,0.0,0.002,0.1348,0.0,0.0014,0.0,0.0,0.0052,0.2977,0.0,0.003,0.0,0.0,0.0,0.0,0.0081,0.0,0.0384,0.0,0.0,0.0,0.001,0.0,0.0009,0.0016,0.0,0.0,0.0122,0.0075,0.0,0.0,0.0152,0.0,0.0,0.0,0.0
0.0241,0.0029,0.0038,0.1092,0.0,0.0,0.003,0.0027,0.0019,0.0,0.0,0.0034,0.0,0.005,0.0,0.0,0.0,0.0021,0.0051,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0019,0.0016,0.0,0.0022,0.0027,0.0,0.0,0.0091,0.0334,0.0,0.0,0.0,0.0,0.007,0.0352,0.0015,0.0237,0.0,0.003,0.0,0.0,0.0,0.0016,0.0047,0.1779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0163,0.0025,0.0,0.0068,0.0015,0.0016,0.0,0.0021,0.0028,0.0,0.0
0.0,0.028,0.0052,0.0263,0.0157,0.0121,0.0124,0.0148,0.0106,0.0047,0.0053,0.0189,0.0,0.0068,0.0381,0.0327,0.0046,0.051,0.0093,0.0,0.0531,0.0312,0.0282,0.0124,0.0081,0.0223,0.0047,0.0088,0.0,0.0088,0.0459,0.0061,0.0301,0.0,0.0,0.0125,0.0,0.0,0.0111,0.0,0.0102,0.0764,0.0,0.0,0.02,0.0,0.0082,0.0492,0.0165,0.0759,0.0085,0.0,0.0043,0.0,0.0211,0.0,0.0,0.0,0.0,0.0133,0.0176,0.0091,0.0197,0.0067,0.0196,0.0263,0.0092,0.0584,0.0223,0.0135,0.0,0.0,0.0,0.152,0.0118,0.0116,0.0232,0.0132,0.0169
0.0,0.02,0.0786,1.0707,0.0,0.9825,0.0236,0.0237,0.2416,0.0201,0.0794,0.0,0.2234,0.0268,3.325,0.0234,0.2954,0.0202,0.1399,0.0067,0.3866,0.0446,0.0345,0.0501,0.0552,0.0032,0.0068,0.0125,0.0295,0.5273,0.0375,0.1085,0.0269,0.0125,0.0117,0.0314,0.0449,0.0503,0.0079,1.8122,0.0586,0.4639,0.0213,0.5761,0.5156,0.0136,0.2204,0.0352,0.8777,0.0497,0.0091,0.0278,0.0124,0.0743,0.0338,0.0841,0.0052,0.033,0.0665,0.0095,0.0063,0.1232,0.0141,0.0,0.1014,0.0376,0.0327,0.0139,0.0319,0.106,0.1235,0.3005,0.0629,0.0,0.0,0.0,0.1465,0.0032,2.6915
0.0058,0.0,0.0,0.0579,0.0,0.0049,0.899,0.0361,0.0323,0.0,0.0065,0.0577,0.0128,0.0083,0.0,0.0134,0.0171,0.0208,0.0057,0.0171,0.026,0.0055,0.0246,0.0152,0.0,0.0164,0.0116,0.0161,0.0126,0.0487,0.0161,0.0149,0.0276,0.0,0.03,0.0,0.0118,0.0,0.0,0.0056,0.0,0.0117,0.0,0.0,0.0,0.0058,0.0151,0.0,0.0,0.0,0.0,0.0476,0.0,0.0,0.0,0.0063,0.0089,0.0113,0.0488,0.0,0.0054,0.0056,0.0121,0.0,0.018,0.0,0.0112,0.0238,0.0,0.0,0.0092,0.0,0.0205,0.0,0.0048,0.0,0.0,0.0,0.0207
0.1228,0.186,0.1509,1.0748,0.4655,0.0712,0.23,0.12,0.3681,0.0305,0.6291,0.1226,0.1065,0.1931,0.0487,0.0406,0.1813,0.0789,0.2166,0.2863,0.1282,0.0995,0.015,0.0652,0.1322,0.0539,0.0969,0.1263,0.3887,0.312,0.0488,0.0846,0.0419,0.081,0.0304,0.0524,0.1571,0.0514,0.0719,0.2519,0.3998,0.0355,0.4768,0.0269,0.1257,0.1908,0.1605,0.1241,0.087,0.1293,0.1427,0.1808,0.0402,0.0,0.0734,0.1094,0.1079,0.2232,0.8889,0.1444,0.0898,0.3036,0.2384,0.2625,0.0864,0.1161,0.1999,0.0976,0.1453,0.2943,0.2583,0.0345,0.1947,0.3904,0.0256,0.1725,0.0647,0.0615,0.5623
0.0,0.0,0.0,0.0,0.0042,0.0,0.0033,0.0,0.0,0.0,0.0043,0.0,0.0,0.0083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4014,0.4871,1.4811,4.6877,0.0556,1.8021,0.0231,2.9788,3.5309,0.1051,8.9788,0.7954,1.1014,0.2674,0.8707,1.285,2.4644,3.9932,0.8602,1.5919,0.0357,0.9908,1.1174,1.0117,0.18,2.992,6.816,2.7614,12.4016,9.1455,4.5368,1.1646,3.8182,2.6887,3.7595,26.8732,3.4663,0.8233,2.8573,1.4479,0.879,0.4711,1.839,1.5139,2.1859,5.8719,2.6913,0.6111,0.5714,7.0395,1.5911,2.7857,0.8023,3.1748,2.2253,0.8209,1.8875,4.1442,1.6206,0.9489,3.0753,2.6978,0.7194,0.8639,5.1275,0.118,5.0315,0.3055,15.727,1.5118,1.719,1.4079,2.3456,0.0226,1.5555,7.1941,0.0325,0.4849,1.3741
0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0029,0.0083,0.0,0.0,0.0,0.0,0.0053,0.0037,0.0086,0.0146,0.0044,0.0073,0.0,0.0,0.0,0.0063,0.0162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0128,0.0197,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0065,0.0,0.0,0.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0,0.0,0.0,1.1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0234,0.0,0.0295,0.0631,0.0066,0.0,0.0,0.041,0.0364,0.0242,0.01
33.5471,7.7752,9.2099,2.512,6.5272,7.0573,23.5322,12.0099,19.7468,48.0662,6.9723,7.4451,16.5106,26.5877,9.7997,4.2048,11.4772,8.3176,8.7094,29.5282,24.5035,19.1424,6.8431,8.5937,26.7916,14.3433,5.8412,10.528,2.0957,81.1889,14.9976,29.7146,13.9816,28.0889,9.4223,4.1394,24.9978,7.6539,8.3593,7.4346,8.1054,19.1392,10.3375,13.9463,13.8704,7.2453,11.0392,38.4207,7.7367,19.7846,11.3503,3.8615,7.9599,2.4618,9.4015,10.2367,23.2173,3.837,32.6988,5.1932,16.2163,6.7562,3.9331,7.7692,8.3913,2.4156,13.827,18.0855,8.2605,10.8742,13.2411,22.4349,19.8639,26.7969,18.3639,7.6761,8.8868,28.1134,14.0831
25.0619,24.8006,47.9303,165.2415,79.8518,65.5208,45.1935,59.7526,61.9144,14.2402,27.1806,16.9113,14.7869,28.1508,44.158,17.5849,59.4218,33.4311,10.0088,16.6847,92.1939,26.2532,31.1811,37.5274,59.3575,78.1327,36.9274,16.5411,63.2939,17.3557,40.1274,35.7862,37.1967,61.4172,106.1335,24.1644,12.4751,19.1958,54.143,54.6932,44.3303,39.0052,47.5832,38.1979,98.9767,51.5272,54.8267,79.5823,23.9224,37.7324,39.1347,45.1986,20.1272,12.7209,28.6258,18.2015,71.1968,4.3134,12.3078,79.6324,51.4779,13.6281,62.996,20.491,45.3106,7.7047,224.2982,32.2058,21.3629,13.3021,29.2363,23.4884,106.8929,56.7769,103.8844,53.9742,73.8939,182.7388,32.7432
50.7083,8.0269,38.2248,183.4288,156.2582,24.5375,3.2857,9.6652,85.2185,2.2096,49.2649,125.714,71.4333,48.515,31.0798,10.8448,76.7308,24.3826,25.2797,12.2988,47.5685,5.0188,12.4884,67.0918,153.2329,120.0096,37.1605,59.7421,14.2357,28.9271,42.4977,199.885,96.2245,111.8599,103.4798,30.6839,18.5911,54.84,240.7889,17.3818,161.0127,94.7167,8.391,1.7331,61.6305,335.0953,61.5482,34.2395,36.4077,24.8545,47.4283,37.7897,7.384,72.3657,112.506,212.5674,103.7023,8.2938,73.7801,244.5288,235.5527,85.747,83.0834,163.1494,26.7276,193.6323,98.5622,44.0123,77.345,16.3402,83.3114,63.796,70.836,2.2642,51.9281,75.264,69.9624,143.5862,3.3265
0.003,0.0025,0.0,0.0,0.0033,0.0,0.0442,0.014,0.1865,0.0,0.0967,0.1367,0.0,0.015,0.003,0.0275,0.0,0.0393,0.0617,0.0059,0.0033,0.0,0.1802,0.1119,0.0154,0.1548,0.1256,0.0498,0.013,0.0167,0.0248,0.0115,0.0237,0.0,0.0825,0.0593,0.0,0.0317,0.0348,0.0029,0.0,0.006,0.1407,0.0052,0.0063,0.0,0.0182,0.0,0.0,0.004,0.0404,0.0327,0.0027,0.0,0.0199,0.0258,0.0,0.0,0.0042,0.0,0.0111,0.0143,0.3236,0.0679,0.0154,0.0166,0.0029,0.0245,0.0376,0.0042,0.0569,0.0078,0.0106,0.0,0.0372,0.0073,0.0,0.0389,0.0
0.0839,0.0854,0.0745,0.2243,0.0186,0.0573,0.0587,0.0,0.3193,2.5818,0.0,0.0168,0.037,0.0,0.0,0.0194,4.096,0.0,0.3315,0.0332,0.0377,0.0159,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.0314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1251,0.0,0.0163,0.0729,2.5116,0.0,6.4967,0.0356,0.0,0.1901,0.025,0.0,0.045,0.0,0.0,0.0,0.0,0.0374,0.0,0.1547,0.0,0.0,0.0,0.0469,0.2905,0.0,0.0239,0.0522,0.0,0.0814,0.0277,0.0,0.0,0.0,0.022,0.0149,6.3088,0.014,0.0,0.0,0.0,6.8159
0.0211,0.2929,0.1565,0.4318,0.1169,0.006,0.1294,0.011,0.1499,0.014,0.0395,0.0493,0.0856,0.0356,0.1067,0.0815,0.1387,0.0423,0.1532,0.3695,0.5783,0.0267,0.0962,0.0555,0.5583,0.0467,0.0283,0.0065,0.0463,0.4157,0.049,1.1517,0.0786,0.0781,0.0122,0.103,0.5625,0.1201,0.0,0.343,0.0536,0.3564,0.0666,0.8026,0.3591,0.1854,0.1228,0.063,0.0082,0.0,0.0956,0.0194,0.2388,0.1553,0.0236,0.0229,0.0217,0.469,1.0318,0.0133,0.1378,1.0505,0.0589,0.0703,0.0804,0.1669,0.1162,0.0988,0.3559,0.161,0.0224,0.0185,0.0563,0.1468,0.0118,0.078,0.5545,0.4744,0.6446
5.9174,12.4447,12.6817,4.2856,13.8736,7.0603,5.3636,6.6264,15.8894,3.7419,5.807,3.8156,6.0374,4.0129,7.1304,6.0045,11.3284,3.5965,36.6465,6.9969,8.7787,9.6981,7.77,7.5744,8.9976,8.7831,9.1045,11.0568,6.2086,2.4466,11.2507,0.125,4.5532,4.9467,6.0866,10.4615,8.9464,6.3342,4.8536,12.1079,13.2303,15.5702,6.9289,5.679,24.3709,12.6723,3.0645,6.9757,2.3168,22.5118,5.533,3.4619,15.1612,1.3866,3.362,14.5043,4.5693,7.175,18.8031,6.5702,11.1681,3.2979,4.4486,13.9909,7.0934,2.6665,23.4637,6.8503,6.8623,20.0514,0.232,9.4283,9.8781,3.6772,7.1107,13.2536,23.5229,5.5973,21.2499
4.9371,8.8692,1.1758,3.0843,3.1404,2.6198,4.9363,2.0304,2.9754,24.3039,2.4911,2.649,27.2742,1.1584,2.0148,1.5812,2.2964,3.3604,5.5904,14.6177,5.0706,54.8598,11.6105,2.2964,11.0884,22.7804,8.7286,0.8916,1.696,2.4424,20.7567,1.2703,4.4313,4.2991,4.5001,46.3096,14.1648,7.9795,1.6791,4.7407,4.8311,8.6796,1.3209,29.215,1.8151,6.8074,2.0281,8.1588,2.9417,1.8254,22.3871,25.2369,3.0105,3.1605,13.1005,1.4415,7.4263,12.2958,15.6048,4.2768,2.4957,2.1322,2.883,2.6572,1.1727,4.2111,0.749,7.8024,27.0565,1.2523,5.435,0.5709,1.5379,16.6573,4.2668,2.9089,3.7288,1.6035,3.4273
4.5602,4.2883,8.7818,6.6481,11.9686,4.1884,30.5394,4.5023,9.3574,14.923,3.7542,9.6915,14.4109,3.1408,3.4075,8.6001,17.9695,3.3786,2.5242,12.3799,11.9537,30.7773,12.0369,3.933,10.8211,4.9454,4.391,3.7916,5.6811,17.5057,4.0669,32.226,5.1527,6.6041,2.7371,1.3912,29.9872,4.6748,2.1779,12.357,8.6436,6.3372,20.3143,30.3702,5.1471,4.4941,4.3034,14.3917,3.3509,3.5931,4.8646,10.4709,5.5815,1.4782,4.118,3.9949,22.5512,2.2266,5.6555,5.2763,6.6831,7.1197,6.2487,2.0334,3.5396,5.296,3.5993,4.5701,3.5046,3.1459,13.8991,4.2116,7.8413,12.7405,5.374,3.3411,10.7654,6.3976,12.6055
1.548,3.2023,1.4249,0.2019,2.1742,3.0074,1.2619,2.3938,2.0348,1.7074,1.5415,1.9162,2.033,2.159,1.4719,1.0199,1.9825,3.6128,4.5811,2.0513,2.5508,1.9601,2.0473,3.0766,3.412,2.9339,6.8535,3.6045,0.3771,2.6115,3.0644,2.7597,2.9266,3.0563,1.4718,2.5531,2.6262,1.9179,0.5496,3.071,2.112,2.1211,2.5883,1.2621,4.2259,1.4516,1.3616,2.0003,0.5998,2.2729,2.1726,1.0123,2.3071,0.2338,1.1064,4.6166,1.6255,0.3256,3.9265,2.9101,2.8655,0.7085,0.5528,7.3508,2.3569,1.163,4.3826,2.1306,2.264,2.1508,1.5843,1.8956,0.612,1.7218,1.9811,1.6033,3.8926,1.2607,1.6142
26.0118,16.0256,23.2016,14.5275,28.8277,53.4918,35.2521,21.5529,17.6759,12.1183,62.764,27.8257,20.1847,32.5096,1.8764,41.4575,11.9995,41.1937,23.0571,73.4348,18.2185,21.1724,65.9389,69.1887,48.7485,53.6329,21.9856,16.3076,31.4168,27.9786,83.5589,0.236,65.8247,60.4988,40.8208,91.3904,31.8411,22.8218,37.1223,14.513,29.2068,11.5706,39.8084,42.0432,15.7127,61.017,2.3251,30.1603,35.4628,29.7429,78.3656,76.217,20.8712,26.4638,28.6862,10.4265,25.6333,44.1313,24.5898,33.3256,33.5006,10.4323,24.1648,55.399,19.2076,46.9475,16.7098,90.8213,72.0087,10.6215,26.1376,17.2299,22.155,11.0557,62.5333,32.3638,24.3057,36.3861,3.5292
